"","bhk","rent","size","floor","area_type","city","furnishing_status","tenant_preferred","bathroom","point_of_contact","total_floor"
"266",2,8000,900,0,"Super Area","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"267",3,40000,1400,0,"Carpet Area","Kolkata","Furnished","Bachelors/Family",2,"Contact Agent",2
"268",1,6000,2160,1,"Super Area","Kolkata","Semi-Furnished","Bachelors",1,"Contact Owner",2
"269",2,15000,650,0,"Carpet Area","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",2
"270",2,6500,800,1,"Super Area","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",1
"271",3,8000,800,2,"Super Area","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"272",1,5500,500,0,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"273",3,9000,1700,1,"Super Area","Kolkata","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"274",1,6000,130,0,"Carpet Area","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",2
"275",1,15000,505,0,"Super Area","Kolkata","Furnished","Bachelors/Family",1,"Contact Owner",3
"276",4,30000,4000,0,"Super Area","Kolkata","Furnished","Bachelors/Family",3,"Contact Agent",3
"277",3,30000,1250,0,"Super Area","Kolkata","Unfurnished","Bachelors/Family",2,"Contact Owner",2
"278",1,5000,700,0,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"279",2,15000,900,0,"Super Area","Kolkata","Unfurnished","Bachelors",1,"Contact Owner",1
"280",1,6500,650,1,"Super Area","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",1
"281",2,4500,750,0,"Super Area","Kolkata","Furnished","Bachelors/Family",1,"Contact Owner",1
"282",2,7000,450,0,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"283",1,6500,350,1,"Carpet Area","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",2
"284",1,17500,480,1,"Carpet Area","Kolkata","Furnished","Bachelors",2,"Contact Owner",2
"285",2,10000,900,0,"Super Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"286",1,1500,200,0,"Super Area","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",2
"287",3,25000,1100,2,"Super Area","Kolkata","Unfurnished","Bachelors/Family",3,"Contact Owner",3
"288",2,12000,800,1,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"289",3,7500,1000,0,"Carpet Area","Kolkata","Furnished","Bachelors/Family",2,"Contact Owner",2
"290",1,7000,800,1,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"291",1,3500,200,-1,"Super Area","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",4
"292",3,10000,1190,1,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",2,"Contact Owner",2
"293",2,14000,900,0,"Carpet Area","Kolkata","Unfurnished","Bachelors",2,"Contact Agent",2
"294",2,15000,1500,0,"Super Area","Kolkata","Unfurnished","Bachelors/Family",2,"Contact Owner",2
"295",2,6500,600,2,"Super Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"296",3,10000,800,0,"Super Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"297",2,10500,800,1,"Carpet Area","Kolkata","Unfurnished","Family",2,"Contact Owner",2
"298",3,10000,900,0,"Carpet Area","Kolkata","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"299",1,5000,350,0,"Carpet Area","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"300",2,9000,800,0,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"301",2,20000,1600,0,"Carpet Area","Kolkata","Unfurnished","Bachelors",2,"Contact Owner",3
"302",3,35000,1012,2,"Carpet Area","Kolkata","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"303",3,15000,1200,0,"Carpet Area","Kolkata","Unfurnished","Bachelors",2,"Contact Owner",2
"304",2,20000,700,1,"Super Area","Kolkata","Furnished","Bachelors/Family",1,"Contact Owner",2
"305",2,12000,1000,1,"Super Area","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"306",2,8000,800,0,"Carpet Area","Kolkata","Unfurnished","Bachelors",1,"Contact Owner",3
"307",1,3000,500,0,"Super Area","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",1
"308",3,20000,1200,0,"Carpet Area","Kolkata","Semi-Furnished","Bachelors",2,"Contact Owner",1
"309",1,9000,450,0,"Carpet Area","Kolkata","Unfurnished","Bachelors",1,"Contact Agent",2
"310",3,13000,950,0,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",2,"Contact Owner",2
"311",1,7000,350,0,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Agent",2
"312",1,9000,450,0,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Agent",3
"313",1,9000,550,0,"Carpet Area","Kolkata","Semi-Furnished","Bachelors",1,"Contact Owner",2
"314",2,10000,300,0,"Carpet Area","Kolkata","Unfurnished","Bachelors",1,"Contact Owner",1
"315",3,15000,1250,0,"Super Area","Kolkata","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"316",2,7000,700,2,"Super Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"317",3,8000,812,0,"Super Area","Kolkata","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"318",2,8000,550,0,"Super Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"319",1,5000,500,0,"Super Area","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",1
"320",1,14000,320,1,"Carpet Area","Kolkata","Furnished","Bachelors",1,"Contact Owner",2
"321",2,5000,600,0,"Super Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"322",2,5000,420,0,"Carpet Area","Kolkata","Unfurnished","Bachelors",1,"Contact Owner",2
"323",3,12000,1100,0,"Super Area","Kolkata","Unfurnished","Bachelors",1,"Contact Owner",2
"324",1,3200,220,3,"Super Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"325",2,8500,700,0,"Carpet Area","Kolkata","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"326",3,16000,1200,0,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",2,"Contact Agent",2
"327",2,14000,800,0,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"328",1,8000,300,0,"Carpet Area","Kolkata","Furnished","Bachelors",1,"Contact Agent",1
"329",2,7000,650,0,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"330",1,8000,600,1,"Super Area","Kolkata","Furnished","Bachelors/Family",1,"Contact Owner",2
"331",1,3000,350,0,"Super Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"332",1,3800,500,1,"Carpet Area","Kolkata","Unfurnished","Bachelors",1,"Contact Owner",3
"333",1,6500,400,1,"Super Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",1
"334",3,20000,1750,0,"Super Area","Kolkata","Semi-Furnished","Bachelors/Family",3,"Contact Owner",3
"335",3,30000,1600,3,"Super Area","Kolkata","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"336",1,8000,300,0,"Carpet Area","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Agent",2
"337",2,14000,1100,1,"Super Area","Kolkata","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"338",2,7200,830,0,"Super Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"339",2,7000,600,0,"Carpet Area","Kolkata","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"340",1,7000,500,1,"Super Area","Kolkata","Unfurnished","Bachelors",2,"Contact Owner",2
"341",2,7500,900,1,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"342",2,8500,1250,0,"Carpet Area","Kolkata","Unfurnished","Family",2,"Contact Owner",1
"343",2,12000,700,0,"Carpet Area","Kolkata","Unfurnished","Bachelors",1,"Contact Agent",2
"344",1,8500,850,0,"Carpet Area","Kolkata","Unfurnished","Bachelors",2,"Contact Owner",1
"345",2,9500,550,0,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",1
"346",2,7500,550,0,"Carpet Area","Kolkata","Furnished","Bachelors/Family",2,"Contact Owner",1
"347",2,12000,1200,0,"Super Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",1
"348",3,20000,1100,0,"Carpet Area","Kolkata","Unfurnished","Bachelors",2,"Contact Agent",1
"349",2,8500,650,0,"Super Area","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",1
"350",3,20000,1050,0,"Carpet Area","Kolkata","Unfurnished","Bachelors",2,"Contact Agent",1
"351",2,6000,960,0,"Super Area","Kolkata","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"352",2,5500,650,1,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",2,"Contact Owner",1
"353",1,7000,550,0,"Super Area","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",2
"354",2,7000,500,0,"Super Area","Kolkata","Semi-Furnished","Bachelors/Family",2,"Contact Owner",1
"355",1,6500,450,3,"Super Area","Kolkata","Unfurnished","Family",1,"Contact Owner",4
"356",2,10000,850,1,"Super Area","Kolkata","Unfurnished","Bachelors",2,"Contact Owner",2
"357",1,5200,300,0,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Agent",3
"358",2,13000,1000,1,"Carpet Area","Kolkata","Semi-Furnished","Bachelors/Family",3,"Contact Owner",2
"359",2,7000,500,1,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"360",2,12000,756,0,"Carpet Area","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"361",1,15000,1000,2,"Super Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"362",1,5000,150,1,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"363",1,8000,800,0,"Carpet Area","Kolkata","Unfurnished","Bachelors",1,"Contact Owner",2
"364",2,8000,700,2,"Super Area","Kolkata","Unfurnished","Bachelors",2,"Contact Agent",3
"365",1,5000,420,3,"Super Area","Kolkata","Unfurnished","Bachelors",1,"Contact Owner",3
"366",2,10000,800,0,"Super Area","Kolkata","Unfurnished","Bachelors",1,"Contact Agent",1
"367",2,12000,288,2,"Carpet Area","Kolkata","Unfurnished","Bachelors",1,"Contact Owner",3
"368",2,8000,900,0,"Super Area","Kolkata","Unfurnished","Bachelors/Family",2,"Contact Owner",1
"369",2,21000,850,1,"Carpet Area","Kolkata","Unfurnished","Bachelors",2,"Contact Agent",1
"370",1,5000,350,1,"Carpet Area","Kolkata","Unfurnished","Bachelors",1,"Contact Owner",1
"371",2,9000,600,0,"Super Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"372",2,8000,1600,0,"Carpet Area","Kolkata","Semi-Furnished","Bachelors",1,"Contact Owner",2
"373",2,7000,986,2,"Carpet Area","Kolkata","Unfurnished","Bachelors",1,"Contact Owner",3
"374",3,35000,1330,1,"Carpet Area","Kolkata","Unfurnished","Bachelors",2,"Contact Agent",3
"375",3,15000,1300,0,"Super Area","Kolkata","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"376",2,6200,800,0,"Carpet Area","Kolkata","Unfurnished","Bachelors",1,"Contact Owner",2
"377",2,9900,800,1,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"378",2,7000,850,0,"Super Area","Kolkata","Unfurnished","Bachelors",1,"Contact Owner",3
"379",1,5000,322,1,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Agent",3
"380",2,6500,800,0,"Carpet Area","Kolkata","Furnished","Bachelors/Family",1,"Contact Owner",2
"381",4,40000,1500,0,"Carpet Area","Kolkata","Unfurnished","Bachelors",2,"Contact Agent",2
"382",3,40000,3500,1,"Super Area","Kolkata","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"383",2,12000,957,1,"Carpet Area","Kolkata","Furnished","Bachelors",2,"Contact Owner",2
"384",1,6500,850,1,"Carpet Area","Kolkata","Unfurnished","Bachelors",1,"Contact Owner",3
"385",2,10000,900,0,"Carpet Area","Kolkata","Unfurnished","Bachelors",2,"Contact Owner",2
"386",2,15000,600,0,"Super Area","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",2
"387",1,5000,350,0,"Carpet Area","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5
"388",2,7000,800,0,"Super Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"389",2,6000,320,1,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"390",3,15000,800,0,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"391",2,10000,700,1,"Carpet Area","Kolkata","Semi-Furnished","Bachelors",2,"Contact Owner",1
"392",2,22000,1200,1,"Super Area","Kolkata","Semi-Furnished","Bachelors/Family",2,"Contact Agent",2
"393",2,8500,750,1,"Carpet Area","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",2
"394",3,35000,1200,0,"Super Area","Kolkata","Semi-Furnished","Bachelors/Family",3,"Contact Agent",3
"395",2,7000,450,0,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"396",3,8500,1430,0,"Super Area","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",2
"397",2,6000,450,1,"Super Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Agent",3
"398",4,35000,800,0,"Super Area","Kolkata","Semi-Furnished","Bachelors/Family",3,"Contact Owner",1
"399",1,6000,400,1,"Super Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"400",2,8000,650,1,"Super Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"401",1,5000,450,1,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"402",2,6000,600,0,"Super Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",4
"403",3,15000,1200,1,"Carpet Area","Kolkata","Unfurnished","Family",2,"Contact Owner",3
"404",2,9000,700,3,"Carpet Area","Kolkata","Unfurnished","Bachelors",1,"Contact Owner",3
"405",1,5000,300,0,"Carpet Area","Kolkata","Unfurnished","Bachelors",1,"Contact Agent",1
"406",3,8000,1200,1,"Super Area","Kolkata","Unfurnished","Bachelors/Family",3,"Contact Owner",4
"407",3,35000,1300,0,"Carpet Area","Kolkata","Unfurnished","Bachelors",2,"Contact Agent",1
"408",1,5500,400,0,"Super Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Agent",1
"409",3,35000,1320,0,"Carpet Area","Kolkata","Unfurnished","Bachelors",2,"Contact Agent",2
"410",2,11000,1000,0,"Super Area","Kolkata","Furnished","Bachelors/Family",2,"Contact Owner",1
"411",2,10000,700,1,"Carpet Area","Kolkata","Unfurnished","Bachelors",1,"Contact Owner",2
"412",2,6500,800,0,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",2,"Contact Owner",2
"413",2,6000,900,0,"Super Area","Kolkata","Furnished","Bachelors/Family",1,"Contact Owner",3
"414",3,36125,1700,0,"Super Area","Kolkata","Unfurnished","Bachelors/Family",2,"Contact Owner",2
"415",2,6800,600,0,"Carpet Area","Kolkata","Unfurnished","Bachelors",1,"Contact Owner",2
"416",2,8500,850,1,"Carpet Area","Kolkata","Unfurnished","Family",2,"Contact Owner",2
"417",2,5000,550,1,"Carpet Area","Kolkata","Unfurnished","Bachelors",1,"Contact Owner",3
"418",1,6500,650,0,"Carpet Area","Kolkata","Furnished","Bachelors/Family",1,"Contact Owner",2
"419",1,6500,800,0,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",1
"420",2,4500,475,0,"Super Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"421",1,6000,200,0,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Agent",1
"422",1,10000,400,0,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Agent",2
"423",1,12000,500,0,"Super Area","Kolkata","Furnished","Bachelors/Family",1,"Contact Agent",2
"424",2,12000,550,2,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Agent",3
"425",2,12000,800,1,"Super Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"426",2,9000,1000,2,"Super Area","Kolkata","Furnished","Bachelors/Family",2,"Contact Owner",3
"427",1,5000,400,0,"Carpet Area","Kolkata","Semi-Furnished","Bachelors",1,"Contact Owner",5
"428",1,6000,300,1,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Agent",2
"429",2,5500,450,1,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",1
"430",2,5500,450,1,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"431",2,8500,1100,0,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",2,"Contact Owner",1
"432",1,5000,450,2,"Super Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"433",2,23000,1100,0,"Carpet Area","Kolkata","Unfurnished","Bachelors",2,"Contact Owner",2
"434",2,5500,650,2,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"435",2,8500,780,0,"Carpet Area","Kolkata","Unfurnished","Bachelors",1,"Contact Owner",2
"436",3,22000,1100,0,"Super Area","Kolkata","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"437",1,5500,800,2,"Super Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"438",1,7000,500,0,"Super Area","Kolkata","Semi-Furnished","Bachelors/Family",2,"Contact Agent",2
"439",1,5000,400,3,"Carpet Area","Kolkata","Unfurnished","Bachelors",1,"Contact Owner",5
"440",1,5000,450,1,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",1
"441",2,6500,550,0,"Super Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Agent",1
"442",2,8000,600,1,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"443",1,5500,200,1,"Super Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"444",2,6000,500,1,"Carpet Area","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",2
"445",1,5500,450,0,"Carpet Area","Kolkata","Unfurnished","Bachelors",1,"Contact Owner",3
"446",2,10000,1050,0,"Super Area","Kolkata","Unfurnished","Bachelors/Family",2,"Contact Owner",1
"447",3,10000,1000,2,"Carpet Area","Kolkata","Unfurnished","Bachelors",2,"Contact Owner",5
"448",2,10000,1200,0,"Super Area","Kolkata","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"449",3,12000,1100,1,"Super Area","Kolkata","Semi-Furnished","Family",2,"Contact Owner",1
"450",1,5200,220,0,"Super Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"451",1,4000,350,1,"Super Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",1
"452",3,30000,1100,0,"Carpet Area","Kolkata","Unfurnished","Bachelors",1,"Contact Owner",3
"453",2,5146,800,0,"Super Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"454",2,12000,950,0,"Super Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"455",3,7000,1200,0,"Super Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"456",2,8500,700,0,"Super Area","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",2
"457",1,7000,500,1,"Super Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"458",2,9500,570,0,"Super Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"459",2,8000,650,2,"Super Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",3
"460",3,15000,1200,1,"Super Area","Kolkata","Unfurnished","Bachelors/Family",3,"Contact Owner",2
"461",5,22500,960,0,"Super Area","Kolkata","Unfurnished","Bachelors/Family",2,"Contact Owner",1
"462",2,12500,1250,1,"Super Area","Kolkata","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"463",3,34000,120,2,"Super Area","Kolkata","Furnished","Bachelors/Family",2,"Contact Owner",5
"464",3,14000,950,1,"Carpet Area","Kolkata","Semi-Furnished","Bachelors/Family",2,"Contact Owner",2
"465",1,9500,600,1,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Agent",2
"466",2,7000,750,2,"Super Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"467",3,20000,1200,3,"Super Area","Kolkata","Unfurnished","Bachelors/Family",2,"Contact Owner",3
"468",1,6500,400,0,"Carpet Area","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Agent",2
"469",1,7500,600,0,"Carpet Area","Kolkata","Furnished","Bachelors/Family",1,"Contact Owner",2
"470",2,6500,700,0,"Super Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"471",2,9500,850,0,"Super Area","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",3
"472",1,1800,500,0,"Super Area","Kolkata","Semi-Furnished","Bachelors/Family",1,"Contact Owner",1
"473",2,7500,650,0,"Carpet Area","Kolkata","Unfurnished","Bachelors/Family",1,"Contact Owner",2
"474",2,10000,800,0,"Super Area","Kolkata","Semi-Furnished","Bachelors/Family",2,"Contact Owner",3
"475",3,15000,830,3,"Super Area","Kolkata","Unfurnished","Bachelors/Family",2,"Contact Owner",4
"476",2,7000,600,0,"Super Area","Kolkata","Unfurnished","Bachelors",1,"Contact Agent",2
